folio,incidente_c4,fecha_creacion,latitud,longitud
C5/200720/06440,Inundacion,2020-07-20,19.24933,-98.9989
C5/200720/06577,Inundacion,2020-07-20,19.24665,-99.07557
C5/200720/06560,Inundacion,2020-07-20,19.54255,-99.12767
C5/200720/06575,Inundacion,2020-07-20,19.34981,-99.04952
C5/200720/06640,Inundacion,2020-07-20,19.24933,-98.9989
C5/200720/06657,Inundacion,2020-07-20,19.25727,-99.01181
C5/200720/06637,Encharcamiento,2020-07-20,19.25475,-99.01039
C5/200803/06098,Encharcamiento,2020-08-03,19.41606,-99.1502
C5/200725/10056,Encharcamiento,2020-07-25,19.26038,-99.12679
C5/200725/08388,Encharcamiento,2020-07-25,19.1961,-99.14708
C5/200725/08531,Encharcamiento,2020-07-25,19.37413,-99.14396
C5/200803/06345,Encharcamiento,2020-08-03,19.25313,-99.05188
C5/200803/06375,Encharcamiento,2020-08-03,19.25224,-99.0587
C5/200803/06575,Encharcamiento,2020-08-03,19.24665,-99.07557
C5/200803/05923,Inundacion,2020-08-03,19.34963,-99.04494
C5/200803/06261,Inundacion,2020-08-03,19.33454,-99.1164
C5/200803/06265,Inundacion,2020-08-03,19.20271,-99.00048
C5/200803/06377,Inundacion,2020-08-03,19.25313,-99.05188
C5/200803/06385,Inundacion,2020-08-03,19.25405,-99.05155
C5/200803/06902,Inundacion,2020-08-03,19.24753,-99.07585
C5/200803/07298,Inundacion,2020-08-03,19.13589,-99.17406
C5/200809/06178,Encharcamiento,2020-08-09,19.47054,-99.18107
C5/200729/04776,Encharcamiento,2020-07-29,19.45466,-99.06476
C5/200809/06559,Encharcamiento,2020-08-09,19.24531,-99.11126
C5/200805/07578,Encharcamiento,2020-08-05,19.25349,-99.17099
C5/200806/06480,Desborde canal rio presa,2020-08-06,19.28212,-99.11185
C5/200725/09219,Inundacion,2020-07-25,19.28411,-99.19607
C5/200814/05170,Inundacion,2020-08-14,19.46397,-99.13811
C5/200814/05179,Inundacion,2020-08-14,19.43901,-99.10696
C5/200814/05335,Inundacion,2020-08-14,19.44191,-99.12258
C5/200814/05197,Inundacion,2020-08-14,19.43901,-99.10696
C5/200814/05200,Inundacion,2020-08-14,19.43901,-99.10696
C5/200806/05606,Inundacion,2020-08-06,19.25692,-99.07692
C5/200806/05910,Inundacion,2020-08-06,19.24637,-99.10535
C5/200802/07546,Encharcamiento,2020-08-02,19.44741,-99.09983
C5/200809/06848,Encharcamiento,2020-08-09,19.46496,-99.14268
C5/200809/06989,Encharcamiento,2020-08-09,19.34352,-99.28671
C5/200805/01317,Encharcamiento,2020-08-05,19.24665,-99.07557
C5/200805/01456,Encharcamiento,2020-08-05,19.1961,-99.14708
C5/200725/09020,Encharcamiento,2020-07-25,19.27386,-99.21029
C5/200805/07573,Inundacion,2020-08-05,19.25349,-99.17099
C5/200805/00112,Inundacion,2020-08-05,19.25445,-99.12638
C5/200805/00395,Inundacion,2020-08-05,19.25445,-99.12638
C5/200805/01389,Inundacion,2020-08-05,19.19722,-99.14739
C5/200805/01658,Inundacion,2020-08-05,19.22462,-99.12005
C5/200814/05334,Inundacion,2020-08-14,19.41889,-99.06703
C5/200814/05327,Inundacion,2020-08-14,19.49992,-99.07203
C5/200814/05303,Inundacion,2020-08-14,19.50372,-99.08353
C5/200814/05306,Inundacion,2020-08-14,19.48159,-99.1276
C5/200814/05309,Inundacion,2020-08-14,19.44865,-99.12043
C5/200814/05343,Inundacion,2020-08-14,19.45088,-99.13714
C5/200814/05344,Inundacion,2020-08-14,19.50653,-99.1254
C5/200814/05349,Inundacion,2020-08-14,19.43901,-99.10696
C5/200814/05368,Inundacion,2020-08-14,19.41889,-99.06703
C5/200814/05373,Inundacion,2020-08-14,19.48147,-99.10562
C5/200814/05394,Inundacion,2020-08-14,19.44943,-99.12936
C5/200814/05397,Inundacion,2020-08-14,19.44181,-99.15367
C5/200814/05473,Inundacion,2020-08-14,19.48652,-99.10976
C5/200814/05432,Inundacion,2020-08-14,19.28593,-99.16403
C5/200814/05449,Inundacion,2020-08-14,19.46511,-99.11831
C5/200814/05469,Inundacion,2020-08-14,19.41305,-99.07775
C5/200814/05485,Inundacion,2020-08-14,19.46262,-99.11664
C5/200814/05488,Inundacion,2020-08-14,19.5012,-99.07628
C5/200814/05498,Inundacion,2020-08-14,19.4364,-99.10918
C5/200814/05499,Inundacion,2020-08-14,19.46511,-99.11831
C5/200814/05505,Inundacion,2020-08-14,19.31709,-99.25324
C5/200814/05519,Inundacion,2020-08-14,19.44366,-99.09795
C5/200814/05542,Inundacion,2020-08-14,19.41332,-99.07546
C5/200814/05552,Inundacion,2020-08-14,19.45934,-99.13315
C5/200814/05571,Inundacion,2020-08-14,19.45359,-99.12376
C5/200814/05574,Inundacion,2020-08-14,19.46888,-99.12907
C5/200814/05624,Inundacion,2020-08-14,19.44882,-99.13759
C5/200814/05651,Inundacion,2020-08-14,19.40254,-99.10005
C5/200814/05708,Inundacion,2020-08-14,19.5012,-99.07628
C5/200814/05758,Inundacion,2020-08-14,19.5012,-99.07628
C5/200814/05764,Inundacion,2020-08-14,19.46214,-99.10937
C5/200814/05984,Inundacion,2020-08-14,19.47838,-99.08917
C5/200814/05275,Encharcamiento,2020-08-14,19.45809,-99.1142
C5/200814/05361,Encharcamiento,2020-08-14,19.46687,-99.16513
C5/200814/05384,Encharcamiento,2020-08-14,19.46888,-99.12907
C5/200814/05666,Encharcamiento,2020-08-14,19.46439,-99.16869
C5/200814/05679,Encharcamiento,2020-08-14,19.48736,-99.08708
C5/200814/05715,Encharcamiento,2020-08-14,19.35028,-99.2019
C5/200814/05812,Encharcamiento,2020-08-14,19.46414,-99.11837
C5/200814/05876,Encharcamiento,2020-08-14,19.45992,-99.13396
C5/200814/05894,Encharcamiento,2020-08-14,19.45963,-99.11048
C5/200814/05999,Encharcamiento,2020-08-14,19.45992,-99.13396
C5/200814/06047,Encharcamiento,2020-08-14,19.38129,-99.10022
C5/200729/06092,Encharcamiento,2020-07-29,19.43454,-99.08646
C5/200814/06102,Inundacion,2020-08-14,19.46511,-99.11831
C5/200814/06186,Inundacion,2020-08-14,19.46713,-99.11291
C5/200713/01287,Encharcamiento,2020-07-13,19.45688,-99.1965
C5/200713/01388,Encharcamiento,2020-07-13,19.50835,-99.21071
C5/200731/06788,Inundacion,2020-07-31,19.31551,-99.07355
C5/200731/06753,Inundacion,2020-07-31,19.37602,-99.14596
C5/200731/06782,Inundacion,2020-07-31,19.36459,-99.14582
C5/200731/06828,Inundacion,2020-07-31,19.36843,-99.13836
C5/200731/06834,Inundacion,2020-07-31,19.36823,-99.14741
C5/200731/06835,Inundacion,2020-07-31,19.37882,-99.14098
C5/200731/06839,Inundacion,2020-07-31,19.32016,-99.06759
C5/200731/06871,Inundacion,2020-07-31,19.32078,-99.07261
C5/200731/06875,Inundacion,2020-07-31,19.36479,-99.15043
C5/200731/06900,Inundacion,2020-07-31,19.34117,-99.04028
C5/200731/06789,Encharcamiento,2020-07-31,19.37333,-99.16221
C5/200731/06519,Encharcamiento,2020-07-31,19.37384,-99.1433
C5/200731/06559,Encharcamiento,2020-07-31,19.3834,-99.15481
C5/200731/06670,Encharcamiento,2020-07-31,19.39598,-99.16573
C5/200731/06794,Encharcamiento,2020-07-31,19.33341,-99.11898
C5/200731/06816,Encharcamiento,2020-07-31,19.36803,-99.16237
C5/200731/06823,Encharcamiento,2020-07-31,19.34346,-99.11963
C5/200731/06902,Inundacion,2020-07-31,19.38162,-99.14082
C5/200731/06907,Inundacion,2020-07-31,19.37219,-99.15599
C5/200731/06953,Inundacion,2020-07-31,19.37325,-99.1449
C5/200731/06949,Inundacion,2020-07-31,19.37137,-99.14204
C5/200731/06971,Inundacion,2020-07-31,19.37402,-99.15163
C5/200731/06974,Inundacion,2020-07-31,19.36837,-99.1499
C5/200731/06975,Inundacion,2020-07-31,19.37555,-99.13676
C5/200731/06985,Inundacion,2020-07-31,19.36823,-99.14741
C5/200731/06999,Inundacion,2020-07-31,19.32836,-99.07163
C5/200731/07018,Inundacion,2020-07-31,19.37546,-99.15264
C5/200731/07019,Inundacion,2020-07-31,19.37602,-99.14596
C5/200731/07028,Inundacion,2020-07-31,19.37468,-99.15332
C5/200731/07030,Inundacion,2020-07-31,19.36991,-99.14213
C5/200731/07031,Inundacion,2020-07-31,19.37413,-99.14396
C5/200731/07039,Inundacion,2020-07-31,19.37217,-99.13599
C5/200731/07040,Inundacion,2020-07-31,19.37672,-99.1461
C5/200731/07044,Inundacion,2020-07-31,19.36987,-99.14955
C5/200731/07057,Inundacion,2020-07-31,19.36798,-99.16319
C5/200731/07058,Inundacion,2020-07-31,19.37219,-99.15599
C5/200731/07061,Inundacion,2020-07-31,19.37699,-99.14753
C5/200731/07067,Inundacion,2020-07-31,19.37434,-99.14562
C5/200731/07069,Inundacion,2020-07-31,19.36926,-99.14561
C5/200731/07081,Inundacion,2020-07-31,19.37588,-99.1492
C5/200731/07066,Inundacion,2020-07-31,19.36837,-99.1499
C5/200731/07087,Inundacion,2020-07-31,19.31841,-99.07072
C5/200731/07097,Inundacion,2020-07-31,19.37652,-99.13624
C5/200731/07108,Inundacion,2020-07-31,19.37291,-99.14274
C5/200731/07111,Inundacion,2020-07-31,19.34319,-99.0631
C5/200731/07131,Inundacion,2020-07-31,19.37672,-99.1461
C5/200731/07150,Inundacion,2020-07-31,19.37434,-99.14562
C5/200731/07151,Inundacion,2020-07-31,19.3692,-99.16303
C5/200731/07168,Inundacion,2020-07-31,19.36972,-99.1619
C5/200731/07198,Inundacion,2020-07-31,19.37871,-99.1393
C5/200731/07201,Inundacion,2020-07-31,19.37217,-99.13599
C5/200731/07224,Inundacion,2020-07-31,19.37842,-99.14206
C5/200731/07227,Inundacion,2020-07-31,19.37652,-99.13624
C5/200731/07229,Inundacion,2020-07-31,19.37588,-99.14984
C5/200731/07257,Inundacion,2020-07-31,19.36837,-99.1499
C5/200731/07262,Inundacion,2020-07-31,19.37054,-99.15083
C5/200731/07298,Inundacion,2020-07-31,19.36404,-99.1553
C5/200731/07304,Inundacion,2020-07-31,19.36837,-99.1499
C5/200731/07308,Inundacion,2020-07-31,19.36926,-99.14561
C5/200731/07311,Inundacion,2020-07-31,19.37926,-99.13984
C5/200731/07321,Inundacion,2020-07-31,19.37928,-99.14252
C5/200731/07434,Inundacion,2020-07-31,19.389,-99.13246
C5/200731/07460,Inundacion,2020-07-31,19.39829,-99.13179
C5/200731/07485,Inundacion,2020-07-31,19.36951,-99.1472
C5/200731/07499,Inundacion,2020-07-31,19.37097,-99.17207
C5/200731/07554,Inundacion,2020-07-31,19.37413,-99.14396
C5/200731/07579,Inundacion,2020-07-31,19.37975,-99.1443
C5/200731/07663,Inundacion,2020-07-31,19.36866,-99.13984
C5/200731/07664,Inundacion,2020-07-31,19.3619,-99.14937
C5/200731/07630,Inundacion,2020-07-31,19.36454,-99.14887
C5/200731/07633,Inundacion,2020-07-31,19.37759,-99.13828
C5/200731/07699,Inundacion,2020-07-31,19.39829,-99.13179
C5/200731/07696,Inundacion,2020-07-31,19.39674,-99.14858
C5/200731/07728,Inundacion,2020-07-31,19.39829,-99.13179
C5/200731/07924,Inundacion,2020-07-31,19.36479,-99.15043
C5/200731/07733,Inundacion,2020-07-31,19.37268,-99.14189
C5/200731/06870,Encharcamiento,2020-07-31,19.37652,-99.13624
C5/200731/06927,Encharcamiento,2020-07-31,19.36491,-99.15122
C5/200731/07233,Encharcamiento,2020-07-31,19.36798,-99.16319
C5/200731/07238,Encharcamiento,2020-07-31,19.37217,-99.13599
C5/200731/07256,Encharcamiento,2020-07-31,19.36491,-99.15122
C5/200731/07292,Encharcamiento,2020-07-31,19.36466,-99.14965
C5/200814/06909,Encharcamiento,2020-08-14,19.46586,-99.12006
C5/200713/01637,Encharcamiento,2020-07-13,19.50536,-99.20703
C5/200713/01655,Encharcamiento,2020-07-13,19.50536,-99.20703
C5/200731/07827,Inundacion,2020-07-31,19.36311,-99.1446
C5/200731/07801,Inundacion,2020-07-31,19.36736,-99.14999
C5/200731/07854,Inundacion,2020-07-31,19.37325,-99.1449
C5/200731/07959,Inundacion,2020-07-31,19.37402,-99.15163
C5/200731/07896,Inundacion,2020-07-31,19.37652,-99.13624
C5/200731/07913,Inundacion,2020-07-31,19.36239,-99.14431
C5/200731/08038,Inundacion,2020-07-31,19.37827,-99.13456
C5/200809/06931,Inundacion,2020-08-09,19.3094,-99.12483
C5/200731/07340,Encharcamiento,2020-07-31,19.33171,-99.12421
C5/200731/07515,Encharcamiento,2020-07-31,19.39851,-99.13384
C5/200731/07645,Encharcamiento,2020-07-31,19.36269,-99.1552
C5/200731/07787,Encharcamiento,2020-07-31,19.36241,-99.15339
C5/200731/08751,Inundacion,2020-07-31,19.37413,-99.14396
C5/200731/08023,Inundacion,2020-07-31,19.37181,-99.15371
C5/200731/08133,Inundacion,2020-07-31,19.37758,-99.13561
C5/200731/08151,Inundacion,2020-07-31,19.37758,-99.13561
C5/200731/08561,Inundacion,2020-07-31,19.36454,-99.14887
C5/200812/01492,Encharcamiento,2020-08-12,19.38875,-99.24941
C5/200812/01870,Encharcamiento,2020-08-12,19.43539,-99.12623
C5/200812/00564,Inundacion,2020-08-12,19.43783,-99.10734
C5/200812/00831,Inundacion,2020-08-12,19.46263,-99.14359
C5/200812/01056,Inundacion,2020-08-12,19.46769,-99.13178
C5/200812/01268,Inundacion,2020-08-12,19.45771,-99.14905
C5/200802/06959,Inundacion,2020-08-02,19.42781,-99.09611
C5/200801/02532,Encharcamiento,2020-08-01,19.38554,-99.19536
C5/200729/02587,Encharcamiento,2020-07-29,19.3478,-99.0357
C5/200801/02575,Inundacion,2020-08-01,19.38554,-99.19536
C5/200812/02301,Inundacion,2020-08-12,19.36364,-99.14575
C5/200815/03955,Encharcamiento,2020-08-15,19.35703,-99.0008
C5/200728/01636,Encharcamiento,2020-07-28,19.45893,-99.15532
C5/200728/01793,Inundacion,2020-07-28,19.32888,-99.25829
C5/200801/03268,Inundacion,2020-08-01,19.50536,-99.20703
C5/200801/03397,Inundacion,2020-08-01,19.50536,-99.20703
C5/200801/03515,Inundacion,2020-08-01,19.50862,-99.20702
C5/200801/03947,Inundacion,2020-08-01,19.37419,-99.14044
C5/200801/04377,Encharcamiento,2020-08-01,19.47569,-99.18244
C5/200728/04081,Encharcamiento,2020-07-28,19.46769,-99.137
C5/200804/02120,Encharcamiento,2020-08-04,19.46464,-99.10075
C5/200808/09403,Encharcamiento,2020-08-08,19.43783,-99.10734
C5/200808/09558,Inundacion,2020-08-08,19.43783,-99.10734
C5/200818/04570,Encharcamiento,2020-08-18,19.24114,-99.1177
C5/200809/00320,Encharcamiento,2020-08-09,19.45827,-99.13906
C5/200810/06895,Encharcamiento,2020-08-10,19.24467,-99.01177
C5/200810/07156,Desborde canal rio presa,2020-08-10,19.24933,-98.9989
C5/200810/07208,Desborde canal rio presa,2020-08-10,19.24637,-99.10535
C5/200801/06715,Inundacion,2020-08-01,19.36654,-99.2046
C5/200811/06734,Inundacion,2020-08-11,19.39801,-99.18039
C5/200810/07297,Inundacion,2020-08-10,19.24637,-99.10535
C5/200810/06920,Inundacion,2020-08-10,19.23371,-99.00203
C5/200810/07099,Inundacion,2020-08-10,19.24924,-99.03217
C5/200810/07302,Inundacion,2020-08-10,19.24618,-99.07014
C5/200810/07127,Inundacion,2020-08-10,19.24924,-99.03217
C5/200810/07135,Inundacion,2020-08-10,19.24753,-99.07585
C5/200810/07275,Inundacion,2020-08-10,19.24637,-99.10535
C5/200810/07331,Inundacion,2020-08-10,19.24637,-99.10535
C5/200810/07345,Inundacion,2020-08-10,19.24637,-99.10535
C5/200810/07349,Inundacion,2020-08-10,19.24275,-99.10524
C5/200811/00001,Inundacion,2020-08-10,19.24637,-99.10535
C5/200811/00033,Inundacion,2020-08-11,19.24275,-99.10524
C5/200811/00228,Inundacion,2020-08-11,19.24994,-99.10527
C5/200810/02088,Encharcamiento,2020-08-10,19.34508,-99.20439
C5/200815/00980,Inundacion,2020-08-15,19.46465,-99.14376
C5/200815/01356,Inundacion,2020-08-15,19.46593,-99.14464
C5/200804/05841,Inundacion,2020-08-04,19.20443,-99.13632
C5/200730/05468,Encharcamiento,2020-07-30,19.42754,-99.09252
C5/200811/00702,Encharcamiento,2020-08-11,19.2514,-99.16873
C5/200810/07261,Inundacion,2020-08-10,19.24275,-99.10524
C5/200810/07299,Inundacion,2020-08-10,19.24275,-99.10524
C5/200810/07436,Inundacion,2020-08-10,19.24275,-99.10524
C5/200811/00574,Inundacion,2020-08-11,19.24753,-99.07585
C5/200811/06603,Inundacion,2020-08-11,19.43646,-99.11911
C5/200811/00931,Inundacion,2020-08-11,19.24933,-98.9989
C5/200811/01079,Inundacion,2020-08-11,19.24753,-99.07585
C5/200808/09593,Inundacion,2020-08-08,19.44387,-99.12433
C5/200808/09611,Inundacion,2020-08-08,19.43901,-99.10696
C5/200730/05820,Encharcamiento,2020-07-30,19.43818,-99.15845
C5/200811/06889,Inundacion,2020-08-11,19.46706,-99.13548
C5/200811/07013,Inundacion,2020-08-11,19.43671,-99.12165
C5/200815/02189,Inundacion,2020-08-15,19.46614,-99.14071
C5/200815/03261,Encharcamiento,2020-08-15,19.46452,-99.14227
C5/200820/01700,Encharcamiento,2020-08-20,19.41707,-99.15167
C5/200814/03362,Encharcamiento,2020-08-14,19.32659,-99.03296
C5/200809/03117,Encharcamiento,2020-08-09,19.39189,-99.13769
C5/200818/06650,Inundacion,2020-08-18,19.37472,-99.11284
C5/200820/01840,Encharcamiento,2020-08-20,19.34704,-99.14568
C5/200731/06524,Inundacion,2020-07-31,19.37709,-99.15162
C5/200731/06532,Inundacion,2020-07-31,19.37709,-99.15162
C5/200731/07549,Encharcamiento,2020-07-31,19.37979,-99.13364
C5/200731/07519,Inundacion,2020-07-31,19.37303,-99.1711
C5/200731/07522,Inundacion,2020-07-31,19.32489,-99.07305
C5/200731/07545,Inundacion,2020-07-31,19.31141,-99.07315
C5/200731/07577,Inundacion,2020-07-31,19.33072,-99.07427
C5/200811/07105,Inundacion,2020-08-11,19.45354,-99.15647
C5/200805/07300,Inundacion,2020-08-05,19.24452,-99.24037
C5/200804/05982,Inundacion,2020-08-04,19.19787,-99.14615
C5/200804/06031,Inundacion,2020-08-04,19.23094,-99.12336
C5/200804/06036,Inundacion,2020-08-04,19.13261,-99.16997
C5/200804/05842,Inundacion,2020-08-04,19.19787,-99.14615
C5/200820/05103,Inundacion,2020-08-20,19.31315,-99.04158
C5/200820/05201,Inundacion,2020-08-20,19.31769,-99.04259
C5/200820/03201,Encharcamiento,2020-08-20,19.37323,-99.16098
C5/200809/04243,Encharcamiento,2020-08-09,19.51096,-99.20178
C5/200820/05026,Encharcamiento,2020-08-20,19.28954,-99.05978
C5/200820/05051,Encharcamiento,2020-08-20,19.33031,-99.04822
C5/200820/05087,Encharcamiento,2020-08-20,19.33031,-99.04822
C5/200820/05117,Encharcamiento,2020-08-20,19.31187,-99.04453
C5/200804/05912,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/05952,Inundacion,2020-08-04,19.19691,-99.13812
C5/200804/05642,Inundacion,2020-08-04,19.24665,-99.07557
C5/200804/06104,Inundacion,2020-08-04,19.2043,-99.13927
C5/200804/05746,Inundacion,2020-08-04,19.19787,-99.14615
C5/200804/05747,Inundacion,2020-08-04,19.32623,-99.08115
C5/200804/05751,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/05778,Inundacion,2020-08-04,19.20205,-99.13787
C5/200804/05805,Inundacion,2020-08-04,19.19456,-99.14216
C5/200804/05807,Inundacion,2020-08-04,19.20473,-99.13392
C5/200804/05817,Inundacion,2020-08-04,19.25445,-99.12638
C5/200804/05822,Inundacion,2020-08-04,19.20443,-99.13632
C5/200804/05823,Inundacion,2020-08-04,19.19722,-99.14739
C5/200804/05827,Inundacion,2020-08-04,19.2043,-99.13927
C5/200804/05843,Inundacion,2020-08-04,19.24286,-99.14695
C5/200731/07612,Inundacion,2020-07-31,19.30996,-99.07285
C5/200731/07603,Inundacion,2020-07-31,19.33072,-99.07427
C5/200731/07609,Inundacion,2020-07-31,19.33072,-99.07427
C5/200731/07614,Inundacion,2020-07-31,19.37985,-99.13462
C5/200731/07650,Inundacion,2020-07-31,19.34218,-99.11165
C5/200804/05567,Encharcamiento,2020-08-04,19.19423,-99.14519
C5/200804/05891,Inundacion,2020-08-04,19.19722,-99.14739
C5/200804/05913,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/05907,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/05916,Inundacion,2020-08-04,19.19456,-99.14216
C5/200804/05927,Inundacion,2020-08-04,19.2043,-99.13927
C5/200804/05934,Inundacion,2020-08-04,19.20473,-99.13392
C5/200804/05992,Inundacion,2020-08-04,19.23327,-99.11981
C5/200804/05997,Inundacion,2020-08-04,19.2013,-99.14107
C5/200804/06000,Inundacion,2020-08-04,19.23094,-99.12336
C5/200804/06022,Inundacion,2020-08-04,19.25367,-99.10108
C5/200804/06045,Inundacion,2020-08-04,19.19906,-99.14076
C5/200804/06055,Inundacion,2020-08-04,19.23094,-99.12336
C5/200804/06062,Inundacion,2020-08-04,19.23094,-99.12336
C5/200804/06094,Inundacion,2020-08-04,19.22211,-99.12548
C5/200804/06110,Inundacion,2020-08-04,19.22657,-99.11862
C5/200804/06114,Inundacion,2020-08-04,19.2216,-99.12142
C5/200804/06134,Inundacion,2020-08-04,19.23053,-99.11853
C5/200804/06154,Inundacion,2020-08-04,19.22459,-99.10429
C5/200804/06179,Inundacion,2020-08-04,19.19722,-99.14739
C5/200804/06189,Inundacion,2020-08-04,19.22462,-99.12005
C5/200804/06190,Inundacion,2020-08-04,19.24834,-99.11935
C5/200804/06199,Inundacion,2020-08-04,19.19779,-99.14098
C5/200804/06202,Inundacion,2020-08-04,19.20699,-99.12827
C5/200804/06239,Inundacion,2020-08-04,19.23094,-99.12336
C5/200804/06245,Inundacion,2020-08-04,19.23282,-99.12324
C5/200809/04825,Encharcamiento,2020-08-09,19.51096,-99.20178
C5/200804/05569,Encharcamiento,2020-08-04,19.18908,-99.14299
C5/200804/05577,Encharcamiento,2020-08-04,19.19165,-99.14669
C5/200804/05696,Encharcamiento,2020-08-04,19.24746,-99.08085
C5/200804/05775,Encharcamiento,2020-08-04,19.19423,-99.14519
C5/200804/06029,Encharcamiento,2020-08-04,19.23014,-99.12231
C5/200804/05953,Desborde canal rio presa,2020-08-04,19.21198,-99.12333
C5/200804/06035,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06002,Desborde canal rio presa,2020-08-04,19.23282,-99.12324
C5/200804/06008,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06054,Desborde canal rio presa,2020-08-04,19.21488,-99.12643
C5/200804/06065,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06278,Inundacion,2020-08-04,19.22657,-99.11862
C5/200804/06291,Inundacion,2020-08-04,19.23459,-99.12718
C5/200804/06298,Inundacion,2020-08-04,19.25457,-99.09766
C5/200804/06308,Inundacion,2020-08-04,19.22248,-99.12341
C5/200804/06314,Inundacion,2020-08-04,19.2216,-99.12142
C5/200804/06332,Inundacion,2020-08-04,19.19722,-99.14739
C5/200804/06364,Inundacion,2020-08-04,19.20205,-99.13787
C5/200804/06367,Inundacion,2020-08-04,19.23421,-99.12078
C5/200804/06394,Inundacion,2020-08-04,19.23014,-99.12231
C5/200804/06387,Inundacion,2020-08-04,19.201,-99.13765
C5/200804/06459,Inundacion,2020-08-04,19.1961,-99.14708
C5/200804/06466,Inundacion,2020-08-04,19.23693,-99.12238
C5/200804/06506,Inundacion,2020-08-04,19.25367,-99.10108
C5/200804/06509,Inundacion,2020-08-04,19.2216,-99.12142
C5/200804/06511,Inundacion,2020-08-04,19.2216,-99.12142
C5/200804/06529,Inundacion,2020-08-04,19.201,-99.13765
C5/200804/06532,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/06547,Inundacion,2020-08-04,19.25367,-99.10108
C5/200804/06570,Inundacion,2020-08-04,19.201,-99.13765
C5/200804/06584,Inundacion,2020-08-04,19.2106,-99.15417
C5/200804/06088,Desborde canal rio presa,2020-08-04,19.24712,-99.12564
C5/200804/06120,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06129,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06135,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06155,Desborde canal rio presa,2020-08-04,19.21488,-99.12643
C5/200804/06157,Desborde canal rio presa,2020-08-04,19.24597,-99.11967
C5/200804/06207,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06210,Desborde canal rio presa,2020-08-04,19.23131,-99.12625
C5/200804/06244,Desborde canal rio presa,2020-08-04,19.23131,-99.12625
C5/200804/06230,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06285,Desborde canal rio presa,2020-08-04,19.24712,-99.12564
C5/200804/06287,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06350,Desborde canal rio presa,2020-08-04,19.23459,-99.12718
C5/200804/06303,Desborde canal rio presa,2020-08-04,19.23131,-99.12625
C5/200804/06309,Desborde canal rio presa,2020-08-04,19.24531,-99.11126
C5/200804/06311,Desborde canal rio presa,2020-08-04,19.22828,-99.12104
C5/200804/06318,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06319,Desborde canal rio presa,2020-08-04,19.22232,-99.12219
C5/200804/06327,Desborde canal rio presa,2020-08-04,19.2303,-99.11998
C5/200804/06356,Desborde canal rio presa,2020-08-04,19.2216,-99.12142
C5/200804/06362,Desborde canal rio presa,2020-08-04,19.22657,-99.11862
C5/200804/06368,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06383,Desborde canal rio presa,2020-08-04,19.2303,-99.11998
C5/200804/06384,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06455,Desborde canal rio presa,2020-08-04,19.23282,-99.12324
C5/200804/06448,Desborde canal rio presa,2020-08-04,19.23459,-99.12718
C5/200804/06478,Desborde canal rio presa,2020-08-04,19.2216,-99.12142
C5/200804/06541,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06592,Desborde canal rio presa,2020-08-04,19.24712,-99.12564
C5/200804/06689,Desborde canal rio presa,2020-08-04,19.2216,-99.12142
C5/200804/06686,Desborde canal rio presa,2020-08-04,19.23094,-99.12336
C5/200804/06772,Desborde canal rio presa,2020-08-04,19.20443,-99.13632
C5/200804/06793,Desborde canal rio presa,2020-08-04,19.20473,-99.13392
C5/200804/06611,Inundacion,2020-08-04,19.201,-99.13765
C5/200804/06618,Inundacion,2020-08-04,19.19423,-99.14519
C5/200804/06662,Inundacion,2020-08-04,19.23053,-99.11853
C5/200804/06706,Inundacion,2020-08-04,19.25773,-99.12588
C5/200804/06710,Inundacion,2020-08-04,19.25773,-99.12588
C5/200804/06777,Inundacion,2020-08-04,19.25762,-99.12788
C5/200804/06785,Inundacion,2020-08-04,19.23693,-99.12238
C5/200820/04921,Inundacion,2020-08-20,19.3219,-99.0543
C5/200820/04953,Inundacion,2020-08-20,19.29427,-99.04485
C5/200820/04956,Inundacion,2020-08-20,19.30569,-99.0452
C5/200820/04973,Inundacion,2020-08-20,19.31187,-99.04453
C5/200820/04997,Inundacion,2020-08-20,19.37122,-99.05109
C5/200820/05052,Inundacion,2020-08-20,19.32004,-99.04126
C5/200820/05057,Inundacion,2020-08-20,19.30008,-99.06243
C5/200820/05162,Encharcamiento,2020-08-20,19.31763,-99.0447
C5/200820/05253,Encharcamiento,2020-08-20,19.29521,-99.06306
