folio,incidente_c4,fecha_creacion,latitud,longitud
C5/190103/04497,Inundacion,2019-01-03,19.384348,-99.191522
C5/190103/04003,Encharcamiento,2019-01-03,19.38456,-99.190621
C5/190103/04237,Inundacion,2019-01-03,19.38456,-99.190621
C5/190202/04894,Encharcamiento,2019-02-02,19.360221,-99.14341
C5/190626/06427,Inundacion,2019-06-26,19.244516,-99.240369
C5/190114/03899,Encharcamiento,2019-01-14,19.509934,-99.209663
C5/190630/07544,Encharcamiento,2019-06-30,19.546486,-99.142713
C5/190630/04866,Encharcamiento,2019-06-30,19.522177,-99.152886
C5/190630/06144,Encharcamiento,2019-06-30,19.318877,-99.258791
C5/190630/04082,Encharcamiento,2019-06-30,19.360829,-99.142702
C5/190629/04598,Encharcamiento,2019-06-29,19.441921,-99.131932
C5/190628/04570,Encharcamiento,2019-06-28,19.409076,-99.115602
C5/190628/04445,Encharcamiento,2019-06-28,19.409076,-99.115602
C5/190627/04001,Encharcamiento,2019-06-27,19.423382,-99.141404
C5/190618/07590,Inundacion,2019-06-18,19.254608,-99.056358
C5/190618/05645,Inundacion,2019-06-18,19.381695,-99.146015
C5/190618/06642,Inundacion,2019-06-18,19.304217,-99.164312
C5/190618/06444,Inundacion,2019-06-18,19.280964,-99.166196
C5/190619/04755,Inundacion,2019-06-19,19.340311,-99.024852
C5/190619/04847,Inundacion,2019-06-19,19.34731,-99.018079
C5/190619/05350,Inundacion,2019-06-19,19.372413,-99.016981
C5/190619/05084,Inundacion,2019-06-19,19.34731,-99.018079
C5/190619/05093,Inundacion,2019-06-19,19.367532,-99.013843
C5/190619/04916,Inundacion,2019-06-19,19.34731,-99.018079
C5/190619/04897,Inundacion,2019-06-19,19.353076,-99.01128
C5/190619/04894,Inundacion,2019-06-19,19.34731,-99.018079
C5/190618/07955,Inundacion,2019-06-18,19.370499,-99.051288
C5/190615/10066,Inundacion,2019-06-15,19.499992,-99.069943
C5/190615/10109,Encharcamiento,2019-06-15,19.501367,-99.071734
C5/190615/10152,Inundacion,2019-06-15,19.493996,-99.068012
C5/190305/07278,Encharcamiento,2019-03-05,19.2574,-99.129086
C5/190305/07277,Inundacion,2019-03-05,19.256757,-99.132149
C5/190305/07121,Inundacion,2019-03-05,19.353853,-99.036695
C5/190305/07082,Inundacion,2019-03-05,19.381289,-99.100217
C5/190305/06946,Inundacion,2019-03-05,19.373212,-99.018233
C5/190305/06955,Inundacion,2019-03-05,19.256757,-99.132149
C5/190305/06854,Encharcamiento,2019-03-05,19.366416,-99.002064
C5/190305/06879,Encharcamiento,2019-03-05,19.365711,-99.002085
C5/190305/06717,Encharcamiento,2019-03-05,19.361204,-98.999794
C5/190305/06775,Inundacion,2019-03-05,19.365998,-99.021706
C5/190305/06709,Inundacion,2019-03-05,19.40187,-99.161927
C5/190305/06638,Inundacion,2019-03-05,19.349009,-99.020897
C5/190305/06668,Inundacion,2019-03-05,19.372413,-99.016981
C5/190305/06615,Inundacion,2019-03-05,19.42263,-99.16277
C5/190305/06516,Inundacion,2019-03-05,19.372413,-99.016981
C5/190305/06528,Inundacion,2019-03-05,19.42263,-99.16277
C5/190305/06619,Inundacion,2019-03-05,19.353853,-99.036695
C5/190305/06402,Inundacion,2019-03-05,19.353853,-99.036695
C5/190305/06520,Encharcamiento,2019-03-05,19.368158,-99.028024
C5/190305/06551,Encharcamiento,2019-03-05,19.4061,-99.172321
C5/190305/06687,Inundacion,2019-03-05,19.361293,-99.004218
C5/190305/06781,Inundacion,2019-03-05,19.38056,-99.073247
C5/190225/05733,Inundacion,2019-02-25,19.3311,-99.162055
C5/190624/00022,Inundacion,2019-06-24,19.246182,-99.070137
C5/190308/02349,Encharcamiento,2019-03-08,19.472154,-99.066314
C5/190623/09688,Encharcamiento,2019-06-23,19.24784,-99.126399
C5/190623/09777,Encharcamiento,2019-06-23,19.258063,-99.072751
C5/190623/09544,Encharcamiento,2019-06-23,19.244348,-99.068539
C5/190623/09562,Encharcamiento,2019-06-23,19.245089,-99.074115
C5/190623/09601,Encharcamiento,2019-06-23,19.24605,-99.085995
C5/190623/09666,Encharcamiento,2019-06-23,19.254608,-99.056358
C5/190623/09671,Encharcamiento,2019-06-23,19.250984,-99.088651
C5/190623/09488,Encharcamiento,2019-06-23,19.450627,-99.14269
C5/190623/09494,Encharcamiento,2019-06-23,19.25291,-99.124478
C5/190623/09497,Encharcamiento,2019-06-23,19.250903,-99.010259
C5/190623/09043,Encharcamiento,2019-06-23,19.456742,-99.14142
C5/190623/09122,Encharcamiento,2019-06-23,19.256757,-99.132149
C5/190623/09667,Encharcamiento,2019-06-23,19.24605,-99.085995
C5/190624/00011,Inundacion,2019-06-24,19.250984,-99.088651
C5/190623/09508,Inundacion,2019-06-23,19.463333,-99.139305
C5/190623/09584,Inundacion,2019-06-23,19.445197,-99.144375
C5/190623/08736,Inundacion,2019-06-23,19.459537,-99.138299
C5/190625/02671,Encharcamiento,2019-06-25,19.442228,-99.135666
C5/190625/02621,Encharcamiento,2019-06-25,19.42455,-99.143055
C5/190325/06634,Inundacion,2019-03-25,19.362261,-99.143391
C5/190331/06993,Encharcamiento,2019-03-31,19.415246,-99.142491
C5/190304/07936,Encharcamiento,2019-03-04,19.449164,-99.165007
C5/190304/01888,Encharcamiento,2019-03-04,19.485617,-99.116114
C5/190307/02454,Inundacion,2019-03-07,19.301381,-99.193577
C5/190305/06659,Inundacion,2019-03-05,19.361204,-98.999794
C5/190627/06672,Inundacion,2019-06-27,19.349258,-99.303687
C5/190627/06439,Inundacion,2019-06-27,19.261099,-99.166428
C5/190226/02821,Encharcamiento,2019-02-26,19.339096,-99.189827
C5/190621/01970,Encharcamiento,2019-06-21,19.51096,-99.201776
C5/190621/00244,Encharcamiento,2019-06-21,19.466677,-99.141863
C5/190620/08841,Encharcamiento,2019-06-20,19.472717,-99.129961
C5/190322/04991,Encharcamiento,2019-03-22,19.38866,-99.138395
C5/190627/04968,Inundacion,2019-06-27,19.417334,-99.12149
C5/190620/07524,Inundacion,2019-06-20,19.472029,-99.061749
C5/190620/07527,Inundacion,2019-06-20,19.491028,-99.087166
C5/190620/07393,Inundacion,2019-06-20,19.472029,-99.061749
C5/190620/07451,Encharcamiento,2019-06-20,19.34731,-99.018079
C5/190620/07262,Inundacion,2019-06-20,19.492763,-99.079987
C5/190620/07130,Inundacion,2019-06-20,19.390449,-99.081376
C5/190620/07149,Inundacion,2019-06-20,19.472029,-99.061749
C5/190620/07110,Inundacion,2019-06-20,19.490369,-99.077019
C5/190620/07069,Inundacion,2019-06-20,19.502949,-99.081203
C5/190620/07075,Inundacion,2019-06-20,19.498671,-99.076285
C5/190620/06973,Inundacion,2019-06-20,19.489645,-99.070502
C5/190620/06967,Inundacion,2019-06-20,19.505935,-99.087341
C5/190620/06881,Inundacion,2019-06-20,19.501777,-99.091754
C5/190620/06896,Inundacion,2019-06-20,19.49073,-99.073176
C5/190620/06710,Inundacion,2019-06-20,19.545717,-99.133874
C5/190620/06686,Inundacion,2019-06-20,19.501367,-99.071734
C5/190620/06689,Inundacion,2019-06-20,19.490369,-99.077019
C5/190620/06788,Encharcamiento,2019-06-20,19.490042,-99.07143
C5/190621/04333,Encharcamiento,2019-06-21,19.51096,-99.201776
C5/190620/06764,Encharcamiento,2019-06-20,19.495336,-99.074058
C5/190621/08236,Encharcamiento,2019-06-21,19.490807,-99.081392
C5/190620/06893,Inundacion,2019-06-20,19.487156,-99.068543
C5/190327/02605,Encharcamiento,2019-03-27,19.259276,-99.085282
C5/190613/06829,Inundacion,2019-06-13,19.324784,-99.152987
C5/190613/06787,Inundacion,2019-06-13,19.270806,-99.180909
C5/190613/06735,Inundacion,2019-06-13,19.297192,-99.149864
C5/190613/06736,Inundacion,2019-06-13,19.309076,-99.144817
C5/190613/06762,Encharcamiento,2019-06-13,19.311518,-99.137996
C5/190613/06796,Encharcamiento,2019-06-13,19.357242,-99.058466
C5/190613/06746,Inundacion,2019-06-13,19.285926,-99.164034
C5/190613/06763,Inundacion,2019-06-13,19.326618,-99.072348
C5/190613/06793,Inundacion,2019-06-13,19.296493,-99.152749
C5/190613/06838,Inundacion,2019-06-13,19.295752,-99.155263
C5/190613/06835,Inundacion,2019-06-13,19.309656,-99.141961
C5/190613/06817,Inundacion,2019-06-13,19.272977,-99.171266
C5/190613/06659,Inundacion,2019-06-13,19.295796,-99.15633
C5/190613/06660,Inundacion,2019-06-13,19.296547,-99.125358
C5/190214/07184,Encharcamiento,2019-02-14,19.330001,-99.123926
C5/190214/07117,Encharcamiento,2019-02-14,19.330001,-99.123926
C5/190613/06622,Inundacion,2019-06-13,19.296547,-99.125358
C5/190613/06652,Inundacion,2019-06-13,19.334365,-99.07342
C5/190613/06592,Inundacion,2019-06-13,19.327977,-99.14742
C5/190613/06598,Inundacion,2019-06-13,19.327977,-99.14742
C5/190613/06613,Inundacion,2019-06-13,19.31213,-99.141867
C5/190613/06495,Inundacion,2019-06-13,19.335801,-99.15215
C5/190613/06451,Encharcamiento,2019-06-13,19.253665,-99.101078
C5/190613/06460,Encharcamiento,2019-06-13,19.31213,-99.141867
C5/190613/06503,Inundacion,2019-06-13,19.296547,-99.125358
C5/190613/06513,Inundacion,2019-06-13,19.312488,-99.069488
C5/190613/06452,Inundacion,2019-06-13,19.339663,-99.115214
C5/190613/06254,Encharcamiento,2019-06-13,19.336821,-99.154147
C5/190613/06260,Inundacion,2019-06-13,19.365203,-99.103353
C5/190613/06717,Inundacion,2019-06-13,19.316042,-99.095839
C5/190613/06722,Inundacion,2019-06-13,19.290278,-99.152526
C5/190613/06688,Inundacion,2019-06-13,19.287417,-99.182065
C5/190613/06725,Inundacion,2019-06-13,19.351865,-99.116608
C5/190613/06645,Inundacion,2019-06-13,19.324784,-99.152987
C5/190613/06656,Inundacion,2019-06-13,19.3195,-99.16257
C5/190613/06657,Inundacion,2019-06-13,19.335219,-99.153477
C5/190613/06323,Inundacion,2019-06-13,19.361531,-99.070528
C5/190613/06293,Inundacion,2019-06-13,19.348571,-99.083439
C5/190613/06297,Inundacion,2019-06-13,19.330715,-99.074268
C5/190613/06303,Inundacion,2019-06-13,19.325628,-99.172357
C5/190613/06216,Inundacion,2019-06-13,19.361244,-99.109204
C5/190613/06536,Encharcamiento,2019-06-13,19.318166,-99.144689
C5/190613/06578,Inundacion,2019-06-13,19.335219,-99.153477
C5/190613/06537,Inundacion,2019-06-13,19.327977,-99.14742
C5/190613/06278,Encharcamiento,2019-06-13,19.320312,-99.145232
C5/190613/06465,Encharcamiento,2019-06-13,19.324784,-99.152987
C5/190613/06462,Inundacion,2019-06-13,19.324972,-99.156434
C5/190613/06471,Inundacion,2019-06-13,19.322726,-99.153734
C5/190613/06473,Inundacion,2019-06-13,19.327977,-99.14742
C5/190613/06481,Inundacion,2019-06-13,19.323849,-99.155032
C5/190613/06491,Inundacion,2019-06-13,19.309076,-99.144817
C5/190613/06431,Inundacion,2019-06-13,19.334365,-99.07342
C5/190613/06407,Inundacion,2019-06-13,19.325628,-99.172357
C5/190613/06437,Inundacion,2019-06-13,19.246182,-99.070137
C5/190613/06466,Inundacion,2019-06-13,19.350364,-99.07729
C5/190613/06467,Inundacion,2019-06-13,19.330114,-99.081836
C5/190113/08650,Encharcamiento,2019-01-13,19.37533,-99.126017
C5/190113/08547,Encharcamiento,2019-01-13,19.374947,-99.122061
C5/190113/09034,Encharcamiento,2019-01-13,19.391893,-99.137685
C5/190113/08140,Inundacion,2019-01-13,19.372413,-99.016981
C5/190113/08026,Inundacion,2019-01-13,19.365424,-99.01968
C5/190113/08200,Encharcamiento,2019-01-13,19.365424,-99.01968
C5/190113/07972,Encharcamiento,2019-01-13,19.371381,-99.01574
C5/190113/08372,Encharcamiento,2019-01-13,19.374947,-99.122061
C5/190113/08841,Encharcamiento,2019-01-13,19.37533,-99.126017
C5/190113/09341,Inundacion,2019-01-13,19.391893,-99.137685
C5/190624/03546,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/07669,Encharcamiento,2019-06-24,19.445225,-99.095252
C5/190624/07360,Encharcamiento,2019-06-24,19.370466,-99.012746
C5/190624/08089,Inundacion,2019-06-24,19.329805,-99.018578
C5/190624/07932,Inundacion,2019-06-24,19.357748,-99.038225
C5/190624/07664,Inundacion,2019-06-24,19.356889,-99.044812
C5/190624/07608,Inundacion,2019-06-24,19.355607,-99.036381
C5/190624/07107,Encharcamiento,2019-06-24,19.367256,-99.020232
C5/190624/07149,Encharcamiento,2019-06-24,19.367815,-99.030703
C5/190624/06988,Encharcamiento,2019-06-24,19.347502,-99.042192
C5/190624/07498,Inundacion,2019-06-24,19.353853,-99.036695
C5/190624/07503,Inundacion,2019-06-24,19.51096,-99.201776
C5/190624/07424,Inundacion,2019-06-24,19.470541,-99.18107
C5/190624/07334,Inundacion,2019-06-24,19.355607,-99.036381
C5/190624/07366,Inundacion,2019-06-24,19.372413,-99.016981
C5/190624/07370,Inundacion,2019-06-24,19.357748,-99.038225
C5/190624/07269,Inundacion,2019-06-24,19.353853,-99.036695
C5/190624/07165,Inundacion,2019-06-24,19.370466,-99.012746
C5/190624/07198,Inundacion,2019-06-24,19.353853,-99.036695
C5/190624/07062,Inundacion,2019-06-24,19.347502,-99.042192
C5/190624/05906,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/05800,Encharcamiento,2019-06-24,19.377347,-99.06388
C5/190624/05852,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/02305,Encharcamiento,2019-06-24,19.455788,-99.132687
C5/190624/01779,Encharcamiento,2019-06-24,19.502067,-99.073452
C5/190624/04817,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/06608,Encharcamiento,2019-06-24,19.377347,-99.06388
C5/190624/05345,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/06074,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/04486,Encharcamiento,2019-06-24,19.442228,-99.135666
C5/190624/03438,Inundacion,2019-06-24,19.438092,-99.181146
C5/190617/04597,Desborde canal rio presa,2019-06-17,19.38069,-99.20455
C5/190626/02952,Encharcamiento,2019-06-26,19.442157,-99.134686
C5/190112/07884,Encharcamiento,2019-01-12,19.546192,-99.137291
C5/190615/10293,Encharcamiento,2019-06-15,19.306776,-99.078153
C5/190625/07613,Inundacion,2019-06-25,19.244516,-99.240369
C5/190614/03249,Encharcamiento,2019-06-14,19.288977,-99.033069
C5/190614/05029,Encharcamiento,2019-06-14,19.327214,-99.062319
C5/190614/01946,Encharcamiento,2019-06-14,19.51096,-99.201776
C5/190614/03943,Encharcamiento,2019-06-14,19.51096,-99.201776
C5/190614/02727,Inundacion,2019-06-14,19.400985,-99.151301
C5/190614/02353,Inundacion,2019-06-14,19.417173,-99.16325
C5/190613/07405,Inundacion,2019-06-13,19.324707,-99.174403
C5/190613/06897,Inundacion,2019-06-13,19.306696,-99.12356
C5/190626/06898,Inundacion,2019-06-26,19.244516,-99.240369
C5/190626/06876,Inundacion,2019-06-26,19.321717,-99.291171
C5/190614/03629,Inundacion,2019-06-14,19.397646,-99.192356
C5/190626/07232,Inundacion,2019-06-26,19.321717,-99.291171
C5/190626/07014,Inundacion,2019-06-26,19.244516,-99.240369
C5/190626/06505,Inundacion,2019-06-26,19.244516,-99.240369
C5/190614/01506,Encharcamiento,2019-06-14,19.51096,-99.201776
C5/190626/05742,Inundacion,2019-06-26,19.290611,-99.230294
C5/190613/07340,Inundacion,2019-06-13,19.306696,-99.12356
C5/190613/07362,Inundacion,2019-06-13,19.299054,-99.148998
C5/190613/07261,Inundacion,2019-06-13,19.29168,-99.149461
C5/190613/07209,Inundacion,2019-06-13,19.285363,-99.131454
C5/190613/07214,Inundacion,2019-06-13,19.397646,-99.192356
C5/190613/07228,Inundacion,2019-06-13,19.3175,-99.075447
C5/190613/07217,Inundacion,2019-06-13,19.328364,-99.071627
C5/190613/07169,Inundacion,2019-06-13,19.311202,-99.092325
C5/190613/07131,Inundacion,2019-06-13,19.306696,-99.12356
C5/190613/06934,Inundacion,2019-06-13,19.296547,-99.125358
C5/190613/06928,Inundacion,2019-06-13,19.280442,-99.168972
C5/190613/06842,Inundacion,2019-06-13,19.334011,-99.149463
C5/190613/06850,Inundacion,2019-06-13,19.285926,-99.164034
C5/190613/06882,Inundacion,2019-06-13,19.299294,-99.162056
C5/190613/06876,Inundacion,2019-06-13,19.316042,-99.095839
C5/190613/06872,Inundacion,2019-06-13,19.290278,-99.152526
C5/190613/06889,Encharcamiento,2019-06-13,19.28912,-99.151609
C5/190626/05450,Encharcamiento,2019-06-26,19.337433,-99.204507
C5/190626/05307,Encharcamiento,2019-06-26,19.336351,-99.16753
C5/190626/05626,Encharcamiento,2019-06-26,19.336351,-99.16753
C5/190613/07368,Encharcamiento,2019-06-13,19.328364,-99.071627
C5/190613/07280,Encharcamiento,2019-06-13,19.266218,-99.121389
C5/190613/07697,Inundacion,2019-06-13,19.246189,-99.159433
C5/190613/07560,Inundacion,2019-06-13,19.351865,-99.116608
C5/190626/06740,Inundacion,2019-06-26,19.244516,-99.240369
C5/190626/04446,Inundacion,2019-06-26,19.428762,-99.154682
C5/190613/07180,Inundacion,2019-06-13,19.307233,-99.119744
C5/190613/07194,Inundacion,2019-06-13,19.28912,-99.151609
C5/190613/07114,Inundacion,2019-06-13,19.290105,-99.237376
C5/190613/07032,Inundacion,2019-06-13,19.292521,-99.150657
C5/190613/07085,Inundacion,2019-06-13,19.313621,-99.161611
C5/190613/07094,Inundacion,2019-06-13,19.306696,-99.12356
C5/190613/06988,Inundacion,2019-06-13,19.339332,-99.065236
C5/190613/07001,Inundacion,2019-06-13,19.369058,-99.122742
C5/190613/07009,Inundacion,2019-06-13,19.299431,-99.160566
C5/190613/07010,Inundacion,2019-06-13,19.328364,-99.071627
C5/190613/07014,Inundacion,2019-06-13,19.292521,-99.150657
C5/190613/07135,Inundacion,2019-06-13,19.30438,-99.119394
C5/190613/07026,Inundacion,2019-06-13,19.289004,-99.131574
C5/190613/07029,Inundacion,2019-06-13,19.311841,-99.144182
C5/190613/07030,Inundacion,2019-06-13,19.28866,-99.172529
C5/190613/06965,Inundacion,2019-06-13,19.311518,-99.137996
C5/190613/06966,Inundacion,2019-06-13,19.26908,-99.157158
C5/190626/06705,Inundacion,2019-06-26,19.244516,-99.240369
C5/190626/06595,Inundacion,2019-06-26,19.244516,-99.240369
C5/190613/07588,Inundacion,2019-06-13,19.397646,-99.192356
C5/190613/07523,Inundacion,2019-06-13,19.246189,-99.159433
C5/190626/05125,Inundacion,2019-06-26,19.437523,-99.165716
C5/190626/06861,Inundacion,2019-06-26,19.336351,-99.16753
C5/190613/07549,Encharcamiento,2019-06-13,19.302393,-99.173744
C5/190613/07503,Encharcamiento,2019-06-13,19.256416,-99.130051
C5/190626/06917,Inundacion,2019-06-26,19.244516,-99.240369
C5/190626/04977,Encharcamiento,2019-06-26,19.339157,-99.191188
C5/190626/03793,Encharcamiento,2019-06-26,19.243919,-99.152897
C5/190612/07560,Inundacion,2019-06-12,19.399487,-99.151079
C5/190623/10095,Inundacion,2019-06-23,19.246545,-99.077763
C5/190623/10099,Inundacion,2019-06-23,19.251399,-99.090615
C5/190623/09950,Inundacion,2019-06-23,19.251028,-99.091492
C5/190623/09978,Inundacion,2019-06-23,19.413354,-99.173875
C5/190623/09994,Inundacion,2019-06-23,19.24784,-99.126399
C5/190623/09999,Inundacion,2019-06-23,19.249174,-99.076922
C5/190623/09836,Inundacion,2019-06-23,19.251399,-99.090615
C5/190623/09859,Inundacion,2019-06-23,19.247529,-99.075853
C5/190623/09861,Inundacion,2019-06-23,19.24605,-99.085995
C5/190623/09864,Inundacion,2019-06-23,19.247529,-99.075853
C5/190623/09869,Inundacion,2019-06-23,19.246672,-99.103015
C5/190623/09881,Inundacion,2019-06-23,19.24605,-99.085995
C5/190623/09884,Inundacion,2019-06-23,19.251399,-99.090615
C5/190623/09775,Inundacion,2019-06-23,19.397646,-99.192356
C5/190623/09784,Inundacion,2019-06-23,19.24784,-99.126399
C5/190623/09812,Inundacion,2019-06-23,19.24784,-99.126399
C5/190623/09794,Inundacion,2019-06-23,19.244348,-99.068539
C5/190623/09753,Inundacion,2019-06-23,19.444975,-99.143075
C5/190623/09665,Inundacion,2019-06-23,19.267891,-99.23475
C5/190623/09675,Inundacion,2019-06-23,19.245089,-99.074115
C5/190623/09421,Encharcamiento,2019-06-23,19.450882,-99.137136
C5/190623/09695,Inundacion,2019-06-23,19.244867,-99.092381
C5/190623/09614,Inundacion,2019-06-23,19.241591,-99.140887
C5/190623/09619,Inundacion,2019-06-23,19.244348,-99.068539
C5/190623/09702,Inundacion,2019-06-23,19.24605,-99.085995
C5/190623/09572,Inundacion,2019-06-23,19.246153,-99.074835
C5/190623/09575,Inundacion,2019-06-23,19.445686,-99.137226
C5/190623/09038,Encharcamiento,2019-06-23,19.492763,-99.079987
C5/190623/09048,Encharcamiento,2019-06-23,19.464141,-99.149201
C5/190623/08843,Encharcamiento,2019-06-23,19.490807,-99.081392
C5/190623/07270,Encharcamiento,2019-06-23,19.381898,-99.22524
C5/190623/06896,Encharcamiento,2019-06-23,19.414088,-99.172762
C5/190623/08795,Encharcamiento,2019-06-23,19.357485,-99.155764
C5/190623/09018,Inundacion,2019-06-23,19.343528,-99.11082
C5/190613/08152,Inundacion,2019-06-13,19.246189,-99.159433
C5/190623/08923,Inundacion,2019-06-23,19.492763,-99.079987
C5/190623/08845,Inundacion,2019-06-23,19.400219,-99.13539
C5/190623/09578,Inundacion,2019-06-23,19.246182,-99.070137
C5/190623/09678,Inundacion,2019-06-23,19.342452,-99.170652
C5/190623/09555,Inundacion,2019-06-23,19.397382,-99.193353
C5/190623/09484,Inundacion,2019-06-23,19.397646,-99.192356
C5/190623/09797,Inundacion,2019-06-23,19.247464,-99.080849
C5/190623/09720,Inundacion,2019-06-23,19.245089,-99.074115
C5/190623/08877,Inundacion,2019-06-23,19.357592,-99.154087
C5/190623/08677,Encharcamiento,2019-06-23,19.490353,-99.122136
C5/190623/08654,Encharcamiento,2019-06-23,19.492763,-99.079987
C5/190623/08586,Encharcamiento,2019-06-23,19.381695,-99.146015
C5/190623/09298,Encharcamiento,2019-06-23,19.256757,-99.132149
C5/190623/09149,Encharcamiento,2019-06-23,19.449937,-99.200706
C5/190623/08810,Inundacion,2019-06-23,19.357592,-99.154087
C5/190623/08624,Inundacion,2019-06-23,19.467069,-99.149767
C5/190623/07786,Inundacion,2019-06-23,19.401521,-99.163473
C5/190623/06478,Encharcamiento,2019-06-23,19.434946,-99.165229
C5/190614/05998,Encharcamiento,2019-06-14,19.432594,-99.190701
C5/190609/03982,Encharcamiento,2019-06-09,19.469206,-99.136714
C5/190623/06643,Inundacion,2019-06-23,19.419042,-99.152828
C5/190614/07002,Encharcamiento,2019-06-14,19.329319,-99.077324
C5/190608/05152,Inundacion,2019-06-08,19.491318,-99.130589
C5/190608/04795,Encharcamiento,2019-06-08,19.39753,-99.113885
C5/190608/04649,Encharcamiento,2019-06-08,19.399927,-99.127916
C5/190608/04457,Encharcamiento,2019-06-08,19.510644,-99.204314
C5/190608/05675,Encharcamiento,2019-06-08,19.510644,-99.204314
C5/190607/08406,Encharcamiento,2019-06-07,19.402295,-99.118437
C5/190607/08603,Encharcamiento,2019-06-07,19.251399,-99.090615
C5/190607/05965,Encharcamiento,2019-06-07,19.427465,-99.142984
C5/190608/04200,Encharcamiento,2019-06-08,19.510644,-99.204314
C5/190608/03855,Inundacion,2019-06-08,19.417989,-99.137235
C5/190608/07792,Encharcamiento,2019-06-08,19.546926,-99.148217
C5/190607/09537,Encharcamiento,2019-06-07,19.249246,-98.997521
C5/190608/08286,Encharcamiento,2019-06-08,19.425473,-99.125892
C5/190608/02068,Inundacion,2019-06-08,19.497535,-99.156297
C5/190607/06301,Inundacion,2019-06-07,19.449937,-99.200706
C5/190607/06167,Inundacion,2019-06-07,19.504417,-99.174753
C5/190607/06245,Encharcamiento,2019-06-07,19.248352,-99.001581
C5/190607/06188,Inundacion,2019-06-07,19.240354,-99.149106
C5/190607/06097,Inundacion,2019-06-07,19.472837,-99.123019
C5/190607/04371,Encharcamiento,2019-06-07,19.452756,-99.064281
C5/190607/05721,Encharcamiento,2019-06-07,19.435234,-99.166319
C5/190607/03917,Encharcamiento,2019-06-07,19.366761,-99.004974
C5/190607/03892,Encharcamiento,2019-06-07,19.402295,-99.118437
C5/190607/05684,Inundacion,2019-06-07,19.475715,-99.128561
C5/190607/05698,Inundacion,2019-06-07,19.477124,-99.130032
C5/190607/05611,Inundacion,2019-06-07,19.4784,-99.180844
C5/190607/05612,Inundacion,2019-06-07,19.465931,-99.144636
C5/190607/05483,Inundacion,2019-06-07,19.475681,-99.131251
C5/190607/06102,Encharcamiento,2019-06-07,19.433616,-99.154234
C5/190607/06116,Encharcamiento,2019-06-07,19.449937,-99.200706
C5/190607/05961,Encharcamiento,2019-06-07,19.463333,-99.139305
C5/190607/05901,Encharcamiento,2019-06-07,19.392915,-99.068708
C5/190607/05869,Encharcamiento,2019-06-07,19.464074,-99.141544
C5/190607/05924,Encharcamiento,2019-06-07,19.398508,-99.13384
C5/190607/05811,Encharcamiento,2019-06-07,19.400255,-99.17545
C5/190607/05817,Encharcamiento,2019-06-07,19.436608,-99.181916
C5/190607/01984,Encharcamiento,2019-06-07,19.251399,-99.090615
C5/190607/03345,Encharcamiento,2019-06-07,19.444609,-99.13009
C5/190607/06543,Inundacion,2019-06-07,19.248352,-99.001581
C5/190607/06493,Inundacion,2019-06-07,19.474489,-99.122402
C5/190607/06436,Inundacion,2019-06-07,19.240354,-99.149106
C5/190607/06278,Inundacion,2019-06-07,19.449937,-99.200706
C5/190607/06279,Inundacion,2019-06-07,19.240354,-99.149106
C5/190606/08759,Encharcamiento,2019-06-06,19.51096,-99.201776
C5/190606/07872,Encharcamiento,2019-06-06,19.418801,-99.095184
C5/190606/08035,Encharcamiento,2019-06-06,19.413333,-99.08637
C5/190606/09543,Encharcamiento,2019-06-06,19.447274,-99.1537
C5/190606/09373,Encharcamiento,2019-06-06,19.370681,-99.00294
C5/190606/09433,Encharcamiento,2019-06-06,19.44427,-99.100207
C5/190606/09264,Encharcamiento,2019-06-06,19.32623,-99.081152
C5/190606/09078,Encharcamiento,2019-06-06,19.478873,-99.129808
C5/190607/02901,Inundacion,2019-06-07,19.315588,-99.126441
C5/190607/02535,Inundacion,2019-06-07,19.398918,-99.080861
C5/190606/08535,Inundacion,2019-06-06,19.394978,-99.066859
C5/190606/08703,Inundacion,2019-06-06,19.437849,-99.121578
C5/190607/00228,Inundacion,2019-06-07,19.438907,-99.121524
C5/190606/07606,Inundacion,2019-06-06,19.407026,-99.076914
C5/190607/05210,Inundacion,2019-06-07,19.285617,-99.197653
C5/190606/09676,Inundacion,2019-06-06,19.270806,-99.180909
C5/190607/06113,Inundacion,2019-06-07,19.47425,-99.121738
C5/190607/06128,Inundacion,2019-06-07,19.466138,-99.140706
C5/190607/06096,Inundacion,2019-06-07,19.235302,-99.00415
C5/190607/05972,Inundacion,2019-06-07,19.210838,-99.050101
C5/190607/05975,Inundacion,2019-06-07,19.479605,-99.147845
C5/190607/05976,Inundacion,2019-06-07,19.421818,-99.142608
C5/190607/05909,Inundacion,2019-06-07,19.46845,-99.15035
C5/190607/05943,Inundacion,2019-06-07,19.444927,-99.148237
C5/190607/05822,Inundacion,2019-06-07,19.405413,-99.079782
C5/190607/05816,Inundacion,2019-06-07,19.405413,-99.079782
C5/190607/05820,Inundacion,2019-06-07,19.248987,-98.996624
C5/190607/01714,Encharcamiento,2019-06-07,19.353254,-99.06509
C5/190607/01529,Encharcamiento,2019-06-07,19.389718,-99.085646
C5/190607/01550,Encharcamiento,2019-06-07,19.51096,-99.201776
